collection_date,collection_time,from_station_id,from_station_name,to_station_id,to_station_name,departure_date,arrival_date,departure_time,arrival_time,departure_timestamp,arrival_timestamp,duration_minutes,duration_str,transfers,departure_delay,arrival_delay,travel_delay,departure_platform,arrival_platform,capacity1st,capacity2nd,products,section_1_category,section_1_number,section_1_operator,section_1_from_id,section_1_from_name,section_1_departure_time,section_1_departure_timestamp,section_1_departure_delay,section_1_departure_platform,section_1_to_id,section_1_to_name,section_1_arrival_time,section_1_arrival_timestamp,section_1_arrival_delay,section_1_arrival_platform,section_1_delay_change,section_2_category,section_2_number,section_2_operator,section_2_from_id,section_2_from_name,section_2_departure_time,section_2_departure_timestamp,section_2_departure_delay,section_2_departure_platform,section_2_to_id,section_2_to_name,section_2_arrival_time,section_2_arrival_timestamp,section_2_arrival_delay,section_2_arrival_platform,section_2_delay_change,section_3_category,section_3_number,section_3_operator,section_3_from_id,section_3_from_name,section_3_departure_time,section_3_departure_timestamp,section_3_departure_delay,section_3_departure_platform,section_3_to_id,section_3_to_name,section_3_arrival_time,section_3_arrival_timestamp,section_3_arrival_delay,section_3_arrival_platform,section_3_delay_change,section_4_category,section_4_number,section_4_operator,section_4_from_id,section_4_from_name,section_4_departure_time,section_4_departure_timestamp,section_4_departure_delay,section_4_departure_platform,section_4_to_id,section_4_to_name,section_4_arrival_time,section_4_arrival_timestamp,section_4_arrival_delay,section_4_arrival_platform,section_4_delay_change,section_5_category,section_5_number,section_5_operator,section_5_from_id,section_5_from_name,section_5_departure_time,section_5_departure_timestamp,section_5_departure_delay,section_5_departure_platform,section_5_to_id,section_5_to_name,section_5_arrival_time,section_5_arrival_timestamp,section_5_arrival_delay,section_5_arrival_platform,section_5_delay_change,section_6_category,section_6_number,section_6_operator,section_6_from_id,section_6_from_name,section_6_departure_time,section_6_departure_timestamp,section_6_departure_delay,section_6_departure_platform,section_6_to_id,section_6_to_name,section_6_arrival_time,section_6_arrival_timestamp,section_6_arrival_delay,section_6_arrival_platform,section_6_delay_change
2025-04-06,18:01:03,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,14:05:00,17:30:00,14:05:00,17:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,14:05:00,14:05:00,0,9,8500218,Olten,14:52:00,14:52:00,0,11,0,IC,6,SBB,8500218,Olten,14:58:00,14:58:00,0,12,8507000,Bern,15:26:00,15:26:00,0,7,0,IC,000902,SBB,8507000,Bern,15:34:00,15:34:00,0.0,3,8501008,Genève,17:30:00,17:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:03,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,14:54:00,17:58:00,14:54:00,17:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,14:54:00,14:54:00,0,7,8500218,Olten,15:28:00,15:28:00,0,10,0,IC,5,SBB,8500218,Olten,15:41:00,15:41:00,0,8,8501118,Renens VD,17:18:00,17:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,17:23:00,17:23:00,0.0,2,8501008,Genève,17:58:00,17:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:03,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,15:00:00,18:21:00,15:00:00,18:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,15:00:00,15:00:00,0,8,8501120,Lausanne,17:20:00,17:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,17:30:00,17:30:00,0,8,8501008,Genève,18:21:00,18:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,14:00:00,17:21:00,14:00:00,17:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,14:00:00,14:00:00,0,8,8501120,Lausanne,16:20:00,16:20:00,0,6,0,RE,33,SBB,8501120,Lausanne,16:30:00,16:30:00,0,7,8501008,Genève,17:21:00,17:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,14:05:00,17:30:00,14:05:00,17:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,14:05:00,14:05:00,0,9,8500218,Olten,14:52:00,14:52:00,0,11,0,IC,6,SBB,8500218,Olten,14:58:00,14:58:00,0,12,8507000,Bern,15:26:00,15:26:00,0,7,0,IC,000902,SBB,8507000,Bern,15:34:00,15:34:00,0.0,3,8501008,Genève,17:30:00,17:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,14:54:00,17:58:00,14:54:00,17:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,14:54:00,14:54:00,0,7,8500218,Olten,15:28:00,15:28:00,0,10,0,IC,5,SBB,8500218,Olten,15:41:00,15:41:00,0,8,8501118,Renens VD,17:18:00,17:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,17:23:00,17:23:00,0.0,2,8501008,Genève,17:58:00,17:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,15:00:00,18:21:00,15:00:00,18:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,15:00:00,15:00:00,0,8,8501120,Lausanne,17:20:00,17:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,17:30:00,17:30:00,0,8,8501008,Genève,18:21:00,18:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,15:05:00,18:30:00,15:05:00,18:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,15:05:00,15:05:00,0,9,8500218,Olten,15:52:00,15:52:00,0,11,0,IC,61,SBB,8500218,Olten,15:58:00,15:58:00,0,12,8507000,Bern,16:26:00,16:26:00,0,7,0,IC,1,SBB,8507000,Bern,16:34:00,16:34:00,0.0,3,8501008,Genève,18:30:00,18:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,15:54:00,18:58:00,15:54:00,18:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,15:54:00,15:54:00,0,7,8500218,Olten,16:28:00,16:28:00,0,10,0,IC,5,SBB,8500218,Olten,16:41:00,16:41:00,0,8,8501118,Renens VD,18:18:00,18:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,18:23:00,18:23:00,0.0,2,8501008,Genève,18:58:00,18:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,16:00:00,19:21:00,16:00:00,19:21:00,201,00d03:21:00,1,0,0,0,8,1,,,"IR, RE",IR,15,SBB,8505000,Luzern,16:00:00,16:00:00,0,8,8501120,Lausanne,18:20:00,18:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,18:30:00,18:30:00,0,7,8501008,Genève,19:21:00,19:21:00,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,16:05:00,19:30:00,16:05:00,19:30:00,205,00d03:25:00,2,0,0,0,10,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,16:05:00,16:05:00,0,10,8500218,Olten,16:52:00,16:52:00,0,11,0,IC,6,SBB,8500218,Olten,16:58:00,16:58:00,0,12,8507000,Bern,17:26:00,17:26:00,0,7,0,IC,1,SBB,8507000,Bern,17:34:00,17:34:00,0.0,3,8501008,Genève,19:30:00,19:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,16:54:00,19:58:00,16:54:00,19:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,16:54:00,16:54:00,0,7,8500218,Olten,17:28:00,17:28:00,0,10,0,IC,5,SBB,8500218,Olten,17:41:00,17:41:00,0,8,8501118,Renens VD,19:18:00,19:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,19:23:00,19:23:00,0.0,2,8501008,Genève,19:58:00,19:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:06,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,17:00:00,20:21:00,17:00:00,20:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,17:00:00,17:00:00,0,8,8501120,Lausanne,19:20:00,19:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,19:30:00,19:30:00,0,7,8501008,Genève,20:21:00,20:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,16:00:00,19:21:00,16:00:00,19:21:00,201,00d03:21:00,1,0,0,0,8,1,,,"IR, RE",IR,15,SBB,8505000,Luzern,16:00:00,16:00:00,0,8,8501120,Lausanne,18:20:00,18:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,18:30:00,18:30:00,0,7,8501008,Genève,19:21:00,19:21:00,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,16:05:00,19:30:00,16:05:00,19:30:00,205,00d03:25:00,2,0,0,0,10,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,16:05:00,16:05:00,0,10,8500218,Olten,16:52:00,16:52:00,0,11,0,IC,6,SBB,8500218,Olten,16:58:00,16:58:00,0,12,8507000,Bern,17:26:00,17:26:00,0,7,0,IC,1,SBB,8507000,Bern,17:34:00,17:34:00,0.0,3,8501008,Genève,19:30:00,19:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,16:54:00,19:58:00,16:54:00,19:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,16:54:00,16:54:00,0,7,8500218,Olten,17:28:00,17:28:00,0,10,0,IC,5,SBB,8500218,Olten,17:41:00,17:41:00,0,8,8501118,Renens VD,19:18:00,19:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,19:23:00,19:23:00,0.0,2,8501008,Genève,19:58:00,19:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,17:00:00,20:21:00,17:00:00,20:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,17:00:00,17:00:00,0,8,8501120,Lausanne,19:20:00,19:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,19:30:00,19:30:00,0,7,8501008,Genève,20:21:00,20:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,17:05:00,20:30:00,17:05:00,20:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, EC, IC",RE,24,SBB,8505000,Luzern,17:05:00,17:05:00,0,9,8500218,Olten,17:52:00,17:52:00,0,11,0,EC,000067,SBB,8500218,Olten,17:58:00,17:58:00,0,12,8507000,Bern,18:26:00,18:26:00,0,8,0,IC,000906,SBB,8507000,Bern,18:34:00,18:34:00,0.0,4,8501008,Genève,20:30:00,20:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,17:54:00,20:55:00,17:54:00,20:55:00,181,00d03:01:00,2,0,0,0,7,2,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,17:54:00,17:54:00,0,7,8500218,Olten,18:28:00,18:28:00,0,10,0,IC,5,SBB,8500218,Olten,18:41:00,18:41:00,0,8,8501118,Renens VD,20:18:00,20:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,20:23:00,20:23:00,0.0,2,8501008,Genève,20:55:00,20:55:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,18:00:00,21:21:00,18:00:00,21:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,18:00:00,18:00:00,0,8,8501120,Lausanne,20:20:00,20:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,20:30:00,20:30:00,0,7,8501008,Genève,21:21:00,21:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,18:05:00,21:30:00,18:05:00,21:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,18:05:00,18:05:00,0,9,8500218,Olten,18:52:00,18:52:00,0,11,0,IC,61,SBB,8500218,Olten,18:58:00,18:58:00,0,12,8507000,Bern,19:26:00,19:26:00,0,7,0,IC,1,SBB,8507000,Bern,19:34:00,19:34:00,0.0,3,8501008,Genève,21:30:00,21:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,19:00:00,22:21:00,19:00:00,22:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,19:00:00,19:00:00,0,8,8501120,Lausanne,21:20:00,21:20:00,0,3,0,RE,33,SBB,8501120,Lausanne,21:30:00,21:30:00,0,7,8501008,Genève,22:21:00,22:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:08,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,19:05:00,22:41:00,19:05:00,22:41:00,216,00d03:36:00,2,0,0,0,10,2,,,"RE, IC, IR",RE,24,SBB,8505000,Luzern,19:05:00,19:05:00,0,10,8500218,Olten,19:52:00,19:52:00,0,11,0,IC,5,SBB,8500218,Olten,20:02:00,20:02:00,0,3,8501118,Renens VD,21:48:00,21:48:00,0,4,0,IR,95,SBB,8501118,Renens VD,21:57:00,21:57:00,0.0,2,8501008,Genève,22:41:00,22:41:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,18:00:00,21:21:00,18:00:00,21:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,18:00:00,18:00:00,0,8,8501120,Lausanne,20:20:00,20:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,20:30:00,20:30:00,0,7,8501008,Genève,21:21:00,21:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,18:05:00,21:30:00,18:05:00,21:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,18:05:00,18:05:00,0,9,8500218,Olten,18:52:00,18:52:00,0,11,0,IC,61,SBB,8500218,Olten,18:58:00,18:58:00,0,12,8507000,Bern,19:26:00,19:26:00,0,7,0,IC,1,SBB,8507000,Bern,19:34:00,19:34:00,0.0,3,8501008,Genève,21:30:00,21:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,19:00:00,22:21:00,19:00:00,22:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,19:00:00,19:00:00,0,8,8501120,Lausanne,21:20:00,21:20:00,0,3,0,RE,33,SBB,8501120,Lausanne,21:30:00,21:30:00,0,7,8501008,Genève,22:21:00,22:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,19:05:00,22:41:00,19:05:00,22:41:00,216,00d03:36:00,2,0,0,0,10,2,,,"RE, IC, IR",RE,24,SBB,8505000,Luzern,19:05:00,19:05:00,0,10,8500218,Olten,19:52:00,19:52:00,0,11,0,IC,5,SBB,8500218,Olten,20:02:00,20:02:00,0,3,8501118,Renens VD,21:48:00,21:48:00,0,4,0,IR,95,SBB,8501118,Renens VD,21:57:00,21:57:00,0.0,2,8501008,Genève,22:41:00,22:41:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,20:00:00,23:22:00,20:00:00,23:22:00,202,00d03:22:00,1,0,0,0,8,3,,,"IR, RE",IR,15,SBB,8505000,Luzern,20:00:00,20:00:00,0,8,8501120,Lausanne,22:20:00,22:20:00,0,3,0,RE,33,SBB,8501120,Lausanne,22:30:00,22:30:00,0,7,8501008,Genève,23:22:00,23:22:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,20:05:00,23:44:00,20:05:00,23:44:00,219,00d03:39:00,2,0,0,0,11,3,,,"RE, IC, IR",RE,24,SBB,8505000,Luzern,20:05:00,20:05:00,0,11,8500218,Olten,20:52:00,20:52:00,0,11,0,IC,5,SBB,8500218,Olten,21:02:00,21:02:00,0,3,8501118,Renens VD,22:48:00,22:48:00,0,4,0,IR,95,SBB,8501118,Renens VD,22:58:00,22:58:00,0.0,2,8501008,Genève,23:44:00,23:44:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,21:00:00,00:22:00,21:00:00,00:22:00,202,00d03:22:00,1,0,0,0,8,3,,,"IC, RE",IC,001490,SBB,8505000,Luzern,21:00:00,21:00:00,0,8,8501120,Lausanne,23:20:00,23:20:00,0,1,0,RE,33,SBB,8501120,Lausanne,23:30:00,23:30:00,0,8,8501008,Genève,00:22:00,00:22:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,21:05:00,00:51:00,21:05:00,00:51:00,226,00d03:46:00,2,0,0,0,11B,3,,,"RE, IC, RE",RE,24,SBB,8505000,Luzern,21:05:00,21:05:00,0,11B,8500218,Olten,21:52:00,21:52:00,0,11,0,IC,5,SBB,8500218,Olten,22:02:00,22:02:00,0,3,8501118,Renens VD,23:48:00,23:48:00,0,4,0,RE,33,SBB,8501118,Renens VD,00:05:00,00:05:00,0.0,2,8501008,Genève,00:51:00,00:51:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,22:00:00,01:22:00,22:00:00,01:22:00,202,00d03:22:00,1,0,0,0,8,1,,,"IR, RE",IR,15,SBB,8505000,Luzern,22:00:00,22:00:00,0,8,8501120,Lausanne,00:23:00,00:23:00,0,1,0,RE,33,SBB,8501120,Lausanne,00:30:00,00:30:00,0,8,8501008,Genève,01:22:00,01:22:00,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:11,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,23:00:00,04:44:00,23:00:00,04:44:00,344,00d05:44:00,1,0,0,0,8,3,,,"IR, RE",IR,15,SBB,8505000,Luzern,23:00:00,23:00:00,0,8,8501120,Lausanne,01:25:00,01:25:00,0,1,0,RE,33,SBB,8501120,Lausanne,03:50:00,03:50:00,0,8,8501008,Genève,04:44:00,04:44:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:14,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,20:00:00,23:22:00,20:00:00,23:22:00,202,00d03:22:00,1,0,0,0,8,3,,,"IR, RE",IR,15,SBB,8505000,Luzern,20:00:00,20:00:00,0,8,8501120,Lausanne,22:20:00,22:20:00,0,3,0,RE,33,SBB,8501120,Lausanne,22:30:00,22:30:00,0,7,8501008,Genève,23:22:00,23:22:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:14,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-09,20:05:00,23:44:00,20:05:00,23:44:00,219,00d03:39:00,2,0,0,0,11,3,,,"RE, IC, IR",RE,24,SBB,8505000,Luzern,20:05:00,20:05:00,0,11,8500218,Olten,20:52:00,20:52:00,0,11,0,IC,5,SBB,8500218,Olten,21:02:00,21:02:00,0,3,8501118,Renens VD,22:48:00,22:48:00,0,4,0,IR,95,SBB,8501118,Renens VD,22:58:00,22:58:00,0.0,2,8501008,Genève,23:44:00,23:44:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:14,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,21:00:00,00:22:00,21:00:00,00:22:00,202,00d03:22:00,1,0,0,0,8,3,,,"IC, RE",IC,001490,SBB,8505000,Luzern,21:00:00,21:00:00,0,8,8501120,Lausanne,23:20:00,23:20:00,0,1,0,RE,33,SBB,8501120,Lausanne,23:30:00,23:30:00,0,8,8501008,Genève,00:22:00,00:22:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:14,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,21:05:00,00:51:00,21:05:00,00:51:00,226,00d03:46:00,2,0,0,0,11B,3,,,"RE, IC, RE",RE,24,SBB,8505000,Luzern,21:05:00,21:05:00,0,11B,8500218,Olten,21:52:00,21:52:00,0,11,0,IC,5,SBB,8500218,Olten,22:02:00,22:02:00,0,3,8501118,Renens VD,23:48:00,23:48:00,0,4,0,RE,33,SBB,8501118,Renens VD,00:05:00,00:05:00,0.0,2,8501008,Genève,00:51:00,00:51:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:14,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,22:00:00,01:22:00,22:00:00,01:22:00,202,00d03:22:00,1,0,0,0,8,1,,,"IR, RE",IR,15,SBB,8505000,Luzern,22:00:00,22:00:00,0,8,8501120,Lausanne,00:23:00,00:23:00,0,1,0,RE,33,SBB,8501120,Lausanne,00:30:00,00:30:00,0,8,8501008,Genève,01:22:00,01:22:00,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:14,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,23:00:00,04:44:00,23:00:00,04:44:00,344,00d05:44:00,1,0,0,0,8,3,,,"IR, RE",IR,15,SBB,8505000,Luzern,23:00:00,23:00:00,0,8,8501120,Lausanne,01:25:00,01:25:00,0,1,0,RE,33,SBB,8501120,Lausanne,03:50:00,03:50:00,0,8,8501008,Genève,04:44:00,04:44:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:01:14,8505000,Luzern,8501008,Genève,2025-02-09,2025-02-10,23:54:00,07:05:00,23:54:00,07:05:00,431,00d07:11:00,2,0,0,0,7,3,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,23:54:00,23:54:00,0,7,8500218,Olten,00:28:00,00:28:00,0,8,0,IC,8,SBB,8500218,Olten,00:35:00,00:35:00,0,4,8507000,Bern,01:02:00,01:02:00,0,3,0,IR,15,SBB,8507000,Bern,05:04:00,05:04:00,0.0,8,8501008,Genève,07:05:00,07:05:00,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
