collection_date,collection_time,from_station_id,from_station_name,to_station_id,to_station_name,departure_date,arrival_date,departure_time,arrival_time,departure_timestamp,arrival_timestamp,duration_minutes,duration_str,transfers,departure_delay,arrival_delay,travel_delay,departure_platform,arrival_platform,capacity1st,capacity2nd,products,section_1_category,section_1_number,section_1_operator,section_1_from_id,section_1_from_name,section_1_departure_time,section_1_departure_timestamp,section_1_departure_delay,section_1_departure_platform,section_1_to_id,section_1_to_name,section_1_arrival_time,section_1_arrival_timestamp,section_1_arrival_delay,section_1_arrival_platform,section_1_delay_change,section_2_category,section_2_number,section_2_operator,section_2_from_id,section_2_from_name,section_2_departure_time,section_2_departure_timestamp,section_2_departure_delay,section_2_departure_platform,section_2_to_id,section_2_to_name,section_2_arrival_time,section_2_arrival_timestamp,section_2_arrival_delay,section_2_arrival_platform,section_2_delay_change,section_3_category,section_3_number,section_3_operator,section_3_from_id,section_3_from_name,section_3_departure_time,section_3_departure_timestamp,section_3_departure_delay,section_3_departure_platform,section_3_to_id,section_3_to_name,section_3_arrival_time,section_3_arrival_timestamp,section_3_arrival_delay,section_3_arrival_platform,section_3_delay_change,section_4_category,section_4_number,section_4_operator,section_4_from_id,section_4_from_name,section_4_departure_time,section_4_departure_timestamp,section_4_departure_delay,section_4_departure_platform,section_4_to_id,section_4_to_name,section_4_arrival_time,section_4_arrival_timestamp,section_4_arrival_delay,section_4_arrival_platform,section_4_delay_change,section_5_category,section_5_number,section_5_operator,section_5_from_id,section_5_from_name,section_5_departure_time,section_5_departure_timestamp,section_5_departure_delay,section_5_departure_platform,section_5_to_id,section_5_to_name,section_5_arrival_time,section_5_arrival_timestamp,section_5_arrival_delay,section_5_arrival_platform,section_5_delay_change,section_6_category,section_6_number,section_6_operator,section_6_from_id,section_6_from_name,section_6_departure_time,section_6_departure_timestamp,section_6_departure_delay,section_6_departure_platform,section_6_to_id,section_6_to_name,section_6_arrival_time,section_6_arrival_timestamp,section_6_arrival_delay,section_6_arrival_platform,section_6_delay_change,section_7_category,section_7_number,section_7_operator,section_7_from_id,section_7_from_name,section_7_departure_time,section_7_departure_timestamp,section_7_departure_delay,section_7_departure_platform,section_7_to_id,section_7_to_name,section_7_arrival_time,section_7_arrival_timestamp,section_7_arrival_delay,section_7_arrival_platform,section_7_delay_change
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,08:00:00,11:21:00,08:00:00,11:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,08:00:00,08:00:00,0,8,8501120,Lausanne,10:20:00,10:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,10:30:00,10:30:00,0,7,8501008,Genève,11:21:00,11:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,08:05:00,11:30:00,08:05:00,11:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,08:05:00,08:05:00,0,9,8500218,Olten,08:52:00,08:52:00,0,11,0,IC,6,SBB,8500218,Olten,08:58:00,08:58:00,0,12,8507000,Bern,09:26:00,09:26:00,0,7,0,IC,1,SBB,8507000,Bern,09:34:00,09:34:00,0.0,3,8501008,Genève,11:30:00,11:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,08:54:00,11:58:00,08:54:00,11:58:00,184,00d03:04:00,2,0,0,0,6,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,08:54:00,08:54:00,0,6,8500218,Olten,09:28:00,09:28:00,0,10,0,IC,5,SBB,8500218,Olten,09:41:00,09:41:00,0,8,8501118,Renens VD,11:18:00,11:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,11:23:00,11:23:00,0.0,2,8501008,Genève,11:58:00,11:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,09:00:00,12:21:00,09:00:00,12:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,09:00:00,09:00:00,0,8,8501120,Lausanne,11:20:00,11:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,11:30:00,11:30:00,0,7,8501008,Genève,12:21:00,12:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,09:05:00,12:30:00,09:05:00,12:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,09:05:00,09:05:00,0,9,8500218,Olten,09:52:00,09:52:00,0,11,0,IC,61,SBB,8500218,Olten,09:58:00,09:58:00,0,12,8507000,Bern,10:26:00,10:26:00,0,7,0,IC,1,SBB,8507000,Bern,10:34:00,10:34:00,0.0,3,8501008,Genève,12:30:00,12:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,09:54:00,12:58:00,09:54:00,12:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,09:54:00,09:54:00,0,7,8500218,Olten,10:28:00,10:28:00,0,10,0,IC,5,SBB,8500218,Olten,10:41:00,10:41:00,0,8,8501118,Renens VD,12:18:00,12:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,12:23:00,12:23:00,0.0,2,8501008,Genève,12:58:00,12:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,10:00:00,13:21:00,10:00:00,13:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,10:00:00,10:00:00,0,8,8501120,Lausanne,12:20:00,12:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,12:30:00,12:30:00,0,7,8501008,Genève,13:21:00,13:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,10:05:00,13:30:00,10:05:00,13:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, EC, IC",RE,24,SBB,8505000,Luzern,10:05:00,10:05:00,0,9,8500218,Olten,10:52:00,10:52:00,0,11,0,EC,000063,SBB,8500218,Olten,10:58:00,10:58:00,0,12,8507000,Bern,11:26:00,11:26:00,0,8,0,IC,1,SBB,8507000,Bern,11:34:00,11:34:00,0.0,3,8501008,Genève,13:30:00,13:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,10:54:00,13:58:00,10:54:00,13:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,10:54:00,10:54:00,0,7,8500218,Olten,11:28:00,11:28:00,0,10,0,IC,5,SBB,8500218,Olten,11:41:00,11:41:00,0,8,8501118,Renens VD,13:18:00,13:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,13:23:00,13:23:00,0.0,2,8501008,Genève,13:58:00,13:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,17:59:59,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,11:00:00,14:21:00,11:00:00,14:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,11:00:00,11:00:00,0,8,8501120,Lausanne,13:20:00,13:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,13:30:00,13:30:00,0,7,8501008,Genève,14:21:00,14:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,10:00:00,13:21:00,10:00:00,13:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,10:00:00,10:00:00,0,8,8501120,Lausanne,12:20:00,12:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,12:30:00,12:30:00,0,7,8501008,Genève,13:21:00,13:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,10:05:00,13:30:00,10:05:00,13:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, EC, IC",RE,24,SBB,8505000,Luzern,10:05:00,10:05:00,0,9,8500218,Olten,10:52:00,10:52:00,0,11,0,EC,000063,SBB,8500218,Olten,10:58:00,10:58:00,0,12,8507000,Bern,11:26:00,11:26:00,0,8,0,IC,1,SBB,8507000,Bern,11:34:00,11:34:00,0.0,3,8501008,Genève,13:30:00,13:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,10:54:00,13:58:00,10:54:00,13:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,10:54:00,10:54:00,0,7,8500218,Olten,11:28:00,11:28:00,0,10,0,IC,5,SBB,8500218,Olten,11:41:00,11:41:00,0,8,8501118,Renens VD,13:18:00,13:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,13:23:00,13:23:00,0.0,2,8501008,Genève,13:58:00,13:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,11:00:00,14:21:00,11:00:00,14:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,11:00:00,11:00:00,0,8,8501120,Lausanne,13:20:00,13:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,13:30:00,13:30:00,0,7,8501008,Genève,14:21:00,14:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,11:05:00,14:30:00,11:05:00,14:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,11:05:00,11:05:00,0,9,8500218,Olten,11:52:00,11:52:00,0,11,0,IC,61,SBB,8500218,Olten,11:58:00,11:58:00,0,12,8507000,Bern,12:26:00,12:26:00,0,7,0,IC,000900,SBB,8507000,Bern,12:34:00,12:34:00,0.0,3,8501008,Genève,14:30:00,14:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,11:54:00,14:58:00,11:54:00,14:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,11:54:00,11:54:00,0,7,8500218,Olten,12:28:00,12:28:00,0,10,0,IC,5,SBB,8500218,Olten,12:41:00,12:41:00,0,8,8501118,Renens VD,14:18:00,14:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,14:23:00,14:23:00,0.0,2,8501008,Genève,14:58:00,14:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,12:00:00,15:21:00,12:00:00,15:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,12:00:00,12:00:00,0,8,8501120,Lausanne,14:20:00,14:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,14:30:00,14:30:00,0,7,8501008,Genève,15:21:00,15:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,12:05:00,15:30:00,12:05:00,15:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, EC, IC",RE,24,SBB,8505000,Luzern,12:05:00,12:05:00,0,9,8500218,Olten,12:52:00,12:52:00,0,11,0,EC,000065,SBB,8500218,Olten,12:58:00,12:58:00,0,12,8507000,Bern,13:26:00,13:26:00,0,8,0,IC,1,SBB,8507000,Bern,13:34:00,13:34:00,0.0,3,8501008,Genève,15:30:00,15:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,12:54:00,15:58:00,12:54:00,15:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,12:54:00,12:54:00,0,7,8500218,Olten,13:28:00,13:28:00,0,10,0,IC,5,SBB,8500218,Olten,13:41:00,13:41:00,0,8,8501118,Renens VD,15:18:00,15:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,15:23:00,15:23:00,0.0,2,8501008,Genève,15:58:00,15:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:02,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,13:00:00,16:21:00,13:00:00,16:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,13:00:00,13:00:00,0,8,8501120,Lausanne,15:20:00,15:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,15:30:00,15:30:00,0,7,8501008,Genève,16:21:00,16:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:05,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,12:00:00,15:21:00,12:00:00,15:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,12:00:00,12:00:00,0,8,8501120,Lausanne,14:20:00,14:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,14:30:00,14:30:00,0,7,8501008,Genève,15:21:00,15:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:05,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,12:05:00,15:30:00,12:05:00,15:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, EC, IC",RE,24,SBB,8505000,Luzern,12:05:00,12:05:00,0,9,8500218,Olten,12:52:00,12:52:00,0,11,0,EC,000065,SBB,8500218,Olten,12:58:00,12:58:00,0,12,8507000,Bern,13:26:00,13:26:00,0,8,0,IC,1,SBB,8507000,Bern,13:34:00,13:34:00,0.0,3,8501008,Genève,15:30:00,15:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:05,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,12:54:00,15:58:00,12:54:00,15:58:00,184,00d03:04:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,12:54:00,12:54:00,0,7,8500218,Olten,13:28:00,13:28:00,0,10,0,IC,5,SBB,8500218,Olten,13:41:00,13:41:00,0,8,8501118,Renens VD,15:18:00,15:18:00,0,4,0,IR,90,SBB,8501118,Renens VD,15:23:00,15:23:00,0.0,2,8501008,Genève,15:58:00,15:58:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:05,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,13:00:00,16:21:00,13:00:00,16:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,13:00:00,13:00:00,0,8,8501120,Lausanne,15:20:00,15:20:00,0,5,0,RE,33,SBB,8501120,Lausanne,15:30:00,15:30:00,0,7,8501008,Genève,16:21:00,16:21:00,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,18:00:05,8505000,Luzern,8501008,Genève,2025-02-08,2025-02-08,13:05:00,16:30:00,13:05:00,16:30:00,205,00d03:25:00,2,0,0,0,9,2,,,"RE, IC, IC",RE,24,SBB,8505000,Luzern,13:05:00,13:05:00,0,9,8500218,Olten,13:52:00,13:52:00,0,11,0,IC,61,SBB,8500218,Olten,13:58:00,13:58:00,0,12,8507000,Bern,14:26:00,14:26:00,0,7,0,IC,1,SBB,8507000,Bern,14:34:00,14:34:00,0.0,8,8501008,Genève,16:30:00,16:30:00,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
