collection_date,collection_time,from_station_id,from_station_name,to_station_id,to_station_name,departure_date,arrival_date,departure_time,arrival_time,departure_timestamp,arrival_timestamp,duration_minutes,duration_str,transfers,departure_delay,arrival_delay,travel_delay,departure_platform,arrival_platform,capacity1st,capacity2nd,products,section_1_category,section_1_number,section_1_operator,section_1_from_id,section_1_from_name,section_1_departure_time,section_1_departure_timestamp,section_1_departure_delay,section_1_departure_platform,section_1_to_id,section_1_to_name,section_1_arrival_time,section_1_arrival_timestamp,section_1_arrival_delay,section_1_arrival_platform,section_1_delay_change,section_2_category,section_2_number,section_2_operator,section_2_from_id,section_2_from_name,section_2_departure_time,section_2_departure_timestamp,section_2_departure_delay,section_2_departure_platform,section_2_to_id,section_2_to_name,section_2_arrival_time,section_2_arrival_timestamp,section_2_arrival_delay,section_2_arrival_platform,section_2_delay_change,section_3_category,section_3_number,section_3_operator,section_3_from_id,section_3_from_name,section_3_departure_time,section_3_departure_timestamp,section_3_departure_delay,section_3_departure_platform,section_3_to_id,section_3_to_name,section_3_arrival_time,section_3_arrival_timestamp,section_3_arrival_delay,section_3_arrival_platform,section_3_delay_change
2025-04-06,11:05:41,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,11:00:00,14:05:00,11:00:00,14:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,11:00:00,11:00:00,0,8,8501008,Genève,14:05:00,14:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:41,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,11:54:00,14:55:00,11:54:00,14:55:00,181,00d03:01:00,2,0,0,0,7,3,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,11:54:00,11:54:00,0,7,8500218,Olten,12:28:00,12:28:00,0,10,0,IC,5,SBB,8500218,Olten,12:41:00,12:41:00,0.0,8,8501118,Renens VD,14:18:00,14:18:00,0.0,4,0.0,IR,90,SBB,8501118,Renens VD,14:23:00,14:23:00,0.0,2,8501008,Genève,14:55:00,14:55:00,0.0,3,0.0
2025-04-06,11:05:42,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,12:00:00,15:05:00,12:00:00,15:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,12:00:00,12:00:00,0,8,8501008,Genève,15:05:00,15:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:42,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,12:54:00,15:55:00,12:54:00,15:55:00,181,00d03:01:00,2,0,0,0,7,3,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,12:54:00,12:54:00,0,7,8500218,Olten,13:28:00,13:28:00,0,10,0,IC,5,SBB,8500218,Olten,13:41:00,13:41:00,0.0,8,8501118,Renens VD,15:18:00,15:18:00,0.0,4,0.0,IR,90,SBB,8501118,Renens VD,15:23:00,15:23:00,0.0,2,8501008,Genève,15:55:00,15:55:00,0.0,3,0.0
2025-04-06,11:05:42,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,13:00:00,16:05:00,13:00:00,16:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,13:00:00,13:00:00,0,8,8501008,Genève,16:05:00,16:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:42,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,13:54:00,16:55:00,13:54:00,16:55:00,181,00d03:01:00,2,0,0,0,7,3,,,"EC, IC, IR",EC,000178,SBB,8505000,Luzern,13:54:00,13:54:00,0,7,8500218,Olten,14:28:00,14:28:00,0,10,0,IC,5,SBB,8500218,Olten,14:41:00,14:41:00,0.0,8,8501118,Renens VD,16:18:00,16:18:00,0.0,4,0.0,IR,90,SBB,8501118,Renens VD,16:23:00,16:23:00,0.0,2,8501008,Genève,16:55:00,16:55:00,0.0,3,0.0
2025-04-06,11:05:44,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,14:00:00,17:05:00,14:00:00,17:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,14:00:00,14:00:00,0,8,8501008,Genève,17:05:00,17:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:44,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,14:54:00,17:55:00,14:54:00,17:55:00,181,00d03:01:00,2,0,0,0,7,2,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,14:54:00,14:54:00,0,7,8500218,Olten,15:28:00,15:28:00,0,10,0,IC,5,SBB,8500218,Olten,15:41:00,15:41:00,0.0,8,8501118,Renens VD,17:18:00,17:18:00,0.0,4,0.0,IR,90,SBB,8501118,Renens VD,17:23:00,17:23:00,0.0,2,8501008,Genève,17:55:00,17:55:00,0.0,2,0.0
2025-04-06,11:05:44,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,15:00:00,18:05:00,15:00:00,18:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,15:00:00,15:00:00,0,8,8501008,Genève,18:05:00,18:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:44,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,15:54:00,18:55:00,15:54:00,18:55:00,181,00d03:01:00,2,0,0,0,7,3,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,15:54:00,15:54:00,0,7,8500218,Olten,16:28:00,16:28:00,0,10,0,IC,5,SBB,8500218,Olten,16:41:00,16:41:00,0.0,8,8501118,Renens VD,18:18:00,18:18:00,0.0,4,0.0,IR,90,SBB,8501118,Renens VD,18:23:00,18:23:00,0.0,2,8501008,Genève,18:55:00,18:55:00,0.0,3,0.0
2025-04-06,11:05:46,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,16:00:00,19:05:00,16:00:00,19:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,16:00:00,16:00:00,0,8,8501008,Genève,19:05:00,19:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:46,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,16:54:00,19:55:00,16:54:00,19:55:00,181,00d03:01:00,2,0,0,0,7,3,,,"IR, IC, IR",IR,26,SOB-sob,8505000,Luzern,16:54:00,16:54:00,0,7,8500218,Olten,17:28:00,17:28:00,0,10,0,IC,5,SBB,8500218,Olten,17:41:00,17:41:00,0.0,8,8501118,Renens VD,19:18:00,19:18:00,0.0,4,0.0,IR,90,SBB,8501118,Renens VD,19:23:00,19:23:00,0.0,2,8501008,Genève,19:55:00,19:55:00,0.0,3,0.0
2025-04-06,11:05:46,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,17:00:00,20:05:00,17:00:00,20:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,17:00:00,17:00:00,0,8,8501008,Genève,20:05:00,20:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:46,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,17:54:00,20:55:00,17:54:00,20:55:00,181,00d03:01:00,2,0,0,0,7,3,,,"IC, IC, IR",IC,21,SBB,8505000,Luzern,17:54:00,17:54:00,0,7,8500218,Olten,18:28:00,18:28:00,0,10,0,IC,5,SBB,8500218,Olten,18:41:00,18:41:00,0.0,8,8501118,Renens VD,20:18:00,20:18:00,0.0,4,0.0,IR,90,SBB,8501118,Renens VD,20:23:00,20:23:00,0.0,2,8501008,Genève,20:55:00,20:55:00,0.0,3,0.0
2025-04-06,11:05:47,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,18:00:00,21:05:00,18:00:00,21:05:00,185,00d03:05:00,0,0,0,0,8,3,,,IR,IR,15,SBB,8505000,Luzern,18:00:00,18:00:00,0,8,8501008,Genève,21:05:00,21:05:00,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,11:05:47,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,19:00:00,22:21:00,19:00:00,22:21:00,201,00d03:21:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,19:00:00,19:00:00,0,8,8501120,Lausanne,21:20:00,21:20:00,0,3,0,RE,33,SBB,8501120,Lausanne,21:30:00,21:30:00,0.0,7,8501008,Genève,22:21:00,22:21:00,0.0,2,0.0,,,,,,,,,,,,,,,,
2025-04-06,11:05:47,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,19:05:00,22:39:00,19:05:00,22:39:00,214,00d03:34:00,2,0,0,0,9,4,,,"RE, IC, IR",RE,24,SBB,8505000,Luzern,19:05:00,19:05:00,0,9,8500218,Olten,19:52:00,19:52:00,0,11,0,IC,5,SBB,8500218,Olten,20:02:00,20:02:00,0.0,3,8501118,Renens VD,21:48:00,21:48:00,0.0,4,0.0,IR,95,SBB,8501118,Renens VD,21:57:00,21:57:00,0.0,2,8501008,Genève,22:39:00,22:39:00,0.0,4,0.0
2025-04-06,11:05:47,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,20:00:00,23:22:00,20:00:00,23:22:00,202,00d03:22:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,20:00:00,20:00:00,0,8,8501120,Lausanne,22:20:00,22:20:00,0,3,0,RE,33,SBB,8501120,Lausanne,22:30:00,22:30:00,0.0,7,8501008,Genève,23:22:00,23:22:00,0.0,2,0.0,,,,,,,,,,,,,,,,
2025-04-06,11:05:49,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,20:00:00,23:22:00,20:00:00,23:22:00,202,00d03:22:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,20:00:00,20:00:00,0,8,8501120,Lausanne,22:20:00,22:20:00,0,3,0,RE,33,SBB,8501120,Lausanne,22:30:00,22:30:00,0.0,7,8501008,Genève,23:22:00,23:22:00,0.0,2,0.0,,,,,,,,,,,,,,,,
2025-04-06,11:05:49,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-27,20:05:00,23:39:00,20:05:00,23:39:00,214,00d03:34:00,2,0,0,0,9,3,,,"RE, IC, IR",RE,24,SBB,8505000,Luzern,20:05:00,20:05:00,0,9,8500218,Olten,20:52:00,20:52:00,0,11,0,IC,5,SBB,8500218,Olten,21:02:00,21:02:00,0.0,3,8501118,Renens VD,22:48:00,22:48:00,0.0,4,0.0,IR,95,SBB,8501118,Renens VD,22:58:00,22:58:00,0.0,2,8501008,Genève,23:39:00,23:39:00,0.0,3,0.0
2025-04-06,11:05:49,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-28,21:00:00,00:22:00,21:00:00,00:22:00,202,00d03:22:00,1,0,0,0,8,2,,,"IR, RE",IR,15,SBB,8505000,Luzern,21:00:00,21:00:00,0,8,8501120,Lausanne,23:20:00,23:20:00,0,1,0,RE,33,SBB,8501120,Lausanne,23:30:00,23:30:00,0.0,8,8501008,Genève,00:22:00,00:22:00,0.0,2,0.0,,,,,,,,,,,,,,,,
2025-04-06,11:05:49,8505000,Luzern,8501008,Genève,2025-01-27,2025-01-28,21:05:00,00:51:00,21:05:00,00:51:00,226,00d03:46:00,2,0,0,0,9,4,,,"RE, IC, RE",RE,24,SBB,8505000,Luzern,21:05:00,21:05:00,0,9,8500218,Olten,21:52:00,21:52:00,0,11,0,IC,5,SBB,8500218,Olten,22:02:00,22:02:00,0.0,3,8501118,Renens VD,23:48:00,23:48:00,0.0,4,0.0,RE,33,SBB,8501118,Renens VD,00:05:00,00:05:00,0.0,2,8501008,Genève,00:51:00,00:51:00,0.0,4,0.0
